dados1 dados2
0.607545917735391 1.37405412798891
0.860242820558043 2.13284601745191
0.919271050811687 4.22593294245577
0.854701717970303 2.53107264993549
0.966234205365857 1.66323553996494
0.683239797237822 3.45565126105613
0.536138014906093 2.3966808810986
1.85538550628905 5.91887805879091
1.8273843245882 4.04621260352123
1.90524125592504 2.43846329462607
1.93338612692688 2.19983753766875
0.300083710164495 1.51253851917665
0.575185405742795 5.29611858986897
1.15922480503264 2.50311043634517
1.4517956409905 2.35056983638561
0.298528876604003 2.99635391273967
1.2841491085473 2.61908690400153
1.52287806022967 1.00365148637832
0.495843969031941 6.72554832914911
1.1508444990549 1.96629343772007
1.21990340443665 5.53669408944548
1.41430278519764 2.89995936210185
-0.291030108128841 5.23199767526268
0.413644122237285 2.10760569462646
1.04937913304814 2.07157820365844
1.43844817182439 1.32135909539026
0.677224947635596 1.16007798136241
0.48080645588351 3.10706587988814
0.710308089264715 3.97192161275583
0.707996026106435 1.41473278873608
0.628548377893667 1.18227303823029
1.3423197468893 1.70802099610691
0.517851961140942 2.47089717220235
0.313243036605281 2.43662287626976
0.751672104871932 1.2739477668591
0.691850752278527 1.78142302693547
1.4718325726298 1.10876640222788
1.11597956430093 4.50844219193487
1.33518658697838 2.22786699625658
1.71549215302833 3.60673079921695
1.31740540448027 1.83437814441682
1.41796178862577 2.15137194463113
0.572601184934658 1.46272746344082
1.10723476853437 3.19423753004062
0.970050946838674 5.01177161086474
0.682721403640711 2.34069399011367
1.47295244013106 7.45442839541904
1.1338689826503 1.52691927820328
0.664233060335618 2.44114441269268
2.05217474825779 3.19738616716864
0.99155107904676 1.39239256030646
0.791092326645678 2.3540364044845
0.351125722063989 5.62954988381399
0.453566123551092 3.20656667568792
0.749591573356541 2.58430592783551
1.52102963364819 5.17659655282409
0.343060022698751 0.911256627319392
-0.0539962465233257 2.09481547010903
1.14931765693704 4.67277608579894
0.504115465406763 1.47200035874875
0.674489718513571 2.81699119003232
0.7078809815819 1.66029521485228
1.30450601396652 2.41874412667898
0.394657025711936 2.411392802307
0.817267679433439 1.45468299512531
0.872532968274571 4.07044639751044
0.558893422455842 1.58307690373359
1.78032049613393 2.36634899853887
0.842577890371619 1.48503557498354
0.875402557230044 3.05083550727906
1.34271301727021 6.12649387185771
1.06516880849239 2.90610293171757
0.725232159269715 3.34654301532399
0.814288338092395 3.06710702280504
0.442510911066554 3.33443669549796
1.21436396975979 3.92865529558243
0.238600654677449 2.74714303509332
1.01971623099142 3.573357493039
1.17042150879173 1.96272171208761
0.951467448914806 3.65301852824321
1.68180245287239 5.32479816442458
0.538567410616421 3.64140386233723
0.491088204738129 1.49195861237555
0.0102054672280878 3.36016500983056
2.40913942591268 1.59571291122125
0.798917490978104 2.0606840922432
1.04817977316591 10.6713393522037
1.18040616822464 3.63290789549882
1.23925038312418 2.83768789668064
1.33193743088379 2.08281906380081
1.45525033481222 3.08352291013178
1.29947610081487 1.47238038385614
1.568523109805 5.79973809983586
0.678798305913257 3.07309212028467
0.782111831902361 5.83790044424637
1.41702837372395 6.15585003438253
0.672455440257419 1.07364726168516
0.601645073993772 1.12053338297345
1.4830322734959 1.59533545951267
0.617268553861491 8.12094040622997
